"Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"pctmin",1,417.381482023651,417.381482023651,114.725414117144,1.88108603556752e-13
"fires",1,62.3031459285882,62.3031459285882,17.1252308147517,0.00016953729707881
"thefts",1,0.931977741330088,0.931977741330088,0.256172199599398,0.615473008034515
"pctold",1,92.426463783594,92.426463783594,25.4052103163389,9.84950634538535e-06
"income",1,1.51350259398483,1.51350259398483,0.416015610037156,0.522524902204494
"Residuals",41,149.161725801192,3.63809087319981,NA,NA
